1263865674	20250918	202509	2025	2025.7068											COP	PRISON						COP			1	1243	124	12	3	-4.0	10	1	10	-3.61930294906166	0								4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	20250918141500	https://allafrica.com/stories/202509180528.html
1263865675	20250918	202509	2025	2025.7068											COP	POLICE						COP			0	180	180	18	4	-9.0	10	1	10	-5.95084087968952	0								3	York County, Pennsylvania, United States	US	USPA		40.1254	-77	1209193	3	York County, Pennsylvania, United States	US	USPA		40.1254	-77	1209193	20250918141500	https://www.fox43.com/article/news/local/york-county/what-we-know-about-shooter-who-reportedly-shot-five-police-officers-in-york-county/521-188e2f42-82ec-4ae6-896b-b41ae8b7f124
1263865676	20250918	202509	2025	2025.7068											COP	POLICE						COP			1	1821	182	18	4	-9.0	4	1	4	-7.0945945945946	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250918141500	https://economictimes.indiatimes.com/news/india/lalit-modis-brother-samir-modi-arrested-in-delhi-on-rape-charges/articleshow/123978330.cms
1263865677	20250918	202509	2025	2025.7068											CVL	RESIDENTS						CVL			0	022	022	02	1	3.2	2	1	2	0	0								4	Nyatike, Nyanza, Kenya	KE	KE07	18585	-0.75	34.6333	-2260114	4	Nyatike, Nyanza, Kenya	KE	KE07	18585	-0.75	34.6333	-2260114	20250918141500	https://www.standardmedia.co.ke/nyanza/article/2001529785/nlc-starts-compensation-process-in-muhuru-bay-pier-land-acquisition
1263865678	20250918	202509	2025	2025.7068											CVL	RESIDENTS						CVL			0	051	051	05	1	3.4	2	1	2	0	0								4	Nyatike, Nyanza, Kenya	KE	KE07	18585	-0.75	34.6333	-2260114	4	Muhuru, Mtwara, Tanzania	TZ	TZ11	48450	-10.3167	40	-2570532	20250918141500	https://www.standardmedia.co.ke/nyanza/article/2001529785/nlc-starts-compensation-process-in-muhuru-bay-pier-land-acquisition
1263865679	20250918	202509	2025	2025.7068											CZE	PRAGUE	CZE								0	080	080	08	2	5.0	8	1	8	-2.45664739884394	0								4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	20250918141500	https://americanisraelite.com/david-schaecter-holocaust-survivor-who-founded-miami-beach-memorial-and-led-survivors-advocacy-group-dies-at-96/
1263865680	20250918	202509	2025	2025.7068											CZE	PRAGUE	CZE								0	080	080	08	2	5.0	2	1	2	-2.45664739884394	0								3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	20250918141500	https://americanisraelite.com/david-schaecter-holocaust-survivor-who-founded-miami-beach-memorial-and-led-survivors-advocacy-group-dies-at-96/
1263865681	20250918	202509	2025	2025.7068											EDU	STUDENT						EDU			0	042	042	04	1	1.9	4	1	4	-2.77777777777778	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20250918141500	https://www.theweek.in/news/entertainment/2025/09/18/from-race-2-to-spirit-to-kalki-2898-sequel-5-major-deepika-padukone-controversies-that-went-viral.html
1263865682	20250918	202509	2025	2025.7068											EDU	SCHOOLHOUSE						EDU			1	043	043	04	1	2.8	15	1	15	2.45090691050817	0								2	Montana, United States	US	USMT		46.9048	-110.326	MT	2	Montana, United States	US	USMT		46.9048	-110.326	MT	20250918141500	https://www.montanakaimin.com/arts_and_culture/undergraduate-fills-gallery-with-trauma-focused-art/article_9035c110-c199-4b38-a333-8fdea4eeb660.html
1263865683	20250918	202509	2025	2025.7068											EDU	STUDENT						EDU			0	051	051	05	1	3.4	4	1	4	-2.77777777777778	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20250918141500	https://www.theweek.in/news/entertainment/2025/09/18/from-race-2-to-spirit-to-kalki-2898-sequel-5-major-deepika-padukone-controversies-that-went-viral.html
