1268421935	20241013	202410	2024	2024.7753	IRL	IRELAND	IRL																		1	010	010	01	1	0.0	5	1	5	1.72910662824207	4	Waterford Harbour, Ireland (general), Ireland	EI	EI00	18308	52.1792	-6.93056	-1506150	0								4	Waterford Harbour, Ireland (general), Ireland	EI	EI00	18308	52.1792	-6.93056	-1506150	20251013233000	https://www.independent.ie/irish-news/water-quality-continues-to-decline-as-ireland-currently-set-to-miss-2027-goals/a1289484171.html
1268421936	20241013	202410	2024	2024.7753	ISR	ISRAEL	ISR								USA	MINNEAPOLIS	USA								1	043	043	04	1	2.8	3	1	3	-2.4866785079929	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251013233000	https://www.kare11.com/article/news/nation-world/minnesotans-ties-to-middle-east-conflict-welcome-ceasefire-news-but-remain-wary-of-next-steps/89-55882615-1e96-4e51-bdad-fe2cf06e687a
1268421937	20241013	202410	2024	2024.7753	ISR	ISRAEL	ISR								USA	MINNEAPOLIS	USA								1	043	043	04	1	2.8	2	1	2	-2.4866785079929	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20251013233000	https://www.kare11.com/article/news/nation-world/minnesotans-ties-to-middle-east-conflict-welcome-ceasefire-news-but-remain-wary-of-next-steps/89-55882615-1e96-4e51-bdad-fe2cf06e687a
1268421938	20241013	202410	2024	2024.7753	LBN	LEBANON	LBN								EDU	STUDENT						EDU			1	013	013	01	1	0.4	2	1	2	1.96979645436638	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	20251013233000	https://www.lebanonlocalnews.com/state-assessments/
1268421939	20241013	202410	2024	2024.7753	LBN	LEBANON	LBN								EDU	STUDENT						EDU			1	051	051	05	1	3.4	2	1	2	1.96979645436638	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	20251013233000	https://www.lebanonlocalnews.com/state-assessments/
1268421940	20241013	202410	2024	2024.7753	USA	MINNEAPOLIS	USA								ISR	ISRAEL	ISR								1	042	042	04	1	1.9	1	1	1	-2.4866785079929	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251013233000	https://www.kare11.com/article/news/nation-world/minnesotans-ties-to-middle-east-conflict-welcome-ceasefire-news-but-remain-wary-of-next-steps/89-55882615-1e96-4e51-bdad-fe2cf06e687a
1268421941	20241013	202410	2024	2024.7753	USA	MINNEAPOLIS	USA								ISR	ISRAEL	ISR								1	042	042	04	1	1.9	2	1	2	-2.4866785079929	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251013233000	https://www.kare11.com/article/news/nation-world/minnesotans-ties-to-middle-east-conflict-welcome-ceasefire-news-but-remain-wary-of-next-steps/89-55882615-1e96-4e51-bdad-fe2cf06e687a
1268421942	20241013	202410	2024	2024.7753	USA	MINNEAPOLIS	USA								ISR	ISRAEL	ISR								1	042	042	04	1	1.9	2	1	2	-2.4866785079929	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20251013233000	https://www.kare11.com/article/news/nation-world/minnesotans-ties-to-middle-east-conflict-welcome-ceasefire-news-but-remain-wary-of-next-steps/89-55882615-1e96-4e51-bdad-fe2cf06e687a
1268421943	20250913	202509	2025	2025.6932											GOVHLH	HEALTH DEPARTMENT						GOV	HLH		1	046	046	04	1	7.0	10	1	10	2.92326431181487	0								2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	20251013233000	https://wyofile.com/nurses-senior-care-telehealth-wyoming-seeks-feedback-for-how-to-spend-millions-in-federal-health-dollars/
1268421944	20250913	202509	2025	2025.6932	GOVHLH	HEALTH DEPARTMENT						GOV	HLH												1	046	046	04	1	7.0	10	1	10	2.92326431181487	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	0								2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	20251013233000	https://wyofile.com/nurses-senior-care-telehealth-wyoming-seeks-feedback-for-how-to-spend-millions-in-federal-health-dollars/
1268421945	20251012	202510	2025	2025.7726											GOV	PRIME MINISTER						GOV			1	110	110	11	3	-2.0	1	1	1	-6.31578947368421	0								4	Strumica, Opstina Strumica, Macedonia	MK	MKE7	27311	41.4375	22.6433	-97362	4	Strumica, Opstina Strumica, Macedonia	MK	MKE7	27311	41.4375	22.6433	-97362	20251013233000	https://english.republika.mk/macedonia/mickoski-blasts-sdsm-for-including-zaev-in-their-campaign/
1268421946	20251012	202510	2025	2025.7726											GOV	PRIME MINISTER						GOV			1	111	111	11	3	-2.0	1	1	1	-6.31578947368421	0								4	Strumica, Opstina Strumica, Macedonia	MK	MKE7	27311	41.4375	22.6433	-97362	4	Strumica, Opstina Strumica, Macedonia	MK	MKE7	27311	41.4375	22.6433	-97362	20251013233000	https://english.republika.mk/macedonia/mickoski-blasts-sdsm-for-including-zaev-in-their-campaign/
1268421947	20251012	202510	2025	2025.7726	AUS	AUSTRALIA	AUS																		1	0311	031	03	1	5.2	5	1	5	2.28310502283105	1	Australia	AS	AS		-25	135	AS	0								1	Australia	AS	AS		-25	135	AS	20251013233000	https://www.macrobusiness.com.au/2025/10/australian-dollars-golden-moon-shot/
1268421948	20251012	202510	2025	2025.7726	MKD	MACEDONIA	MKD								GOV	PRIME MINISTER						GOV			1	110	110	11	3	-2.0	4	1	4	-6.31578947368421	4	Strumica, Opstina Strumica, Macedonia	MK	MKE7	27311	41.4375	22.6433	-97362	4	Strumica, Opstina Strumica, Macedonia	MK	MKE7	27311	41.4375	22.6433	-97362	4	Strumica, Opstina Strumica, Macedonia	MK	MKE7	27311	41.4375	22.6433	-97362	20251013233000	https://english.republika.mk/macedonia/mickoski-blasts-sdsm-for-including-zaev-in-their-campaign/
1268421949	20251012	202510	2025	2025.7726	MKD	MACEDONIA	MKD								GOV	PRIME MINISTER						GOV			1	111	111	11	3	-2.0	4	1	4	-6.31578947368421	4	Strumica, Opstina Strumica, Macedonia	MK	MKE7	27311	41.4375	22.6433	-97362	4	Strumica, Opstina Strumica, Macedonia	MK	MKE7	27311	41.4375	22.6433	-97362	4	Strumica, Opstina Strumica, Macedonia	MK	MKE7	27311	41.4375	22.6433	-97362	20251013233000	https://english.republika.mk/macedonia/mickoski-blasts-sdsm-for-including-zaev-in-their-campaign/
1268421950	20251012	202510	2025	2025.7726	MKD	MACEDONIA	MKD								MKDGOV	MACEDONIA	MKD					GOV			1	110	110	11	3	-2.0	2	1	2	-6.31578947368421	4	Strumica, Opstina Strumica, Macedonia	MK	MKE7	27311	41.4375	22.6433	-97362	4	Strumica, Opstina Strumica, Macedonia	MK	MKE7	27311	41.4375	22.6433	-97362	4	Strumica, Opstina Strumica, Macedonia	MK	MKE7	27311	41.4375	22.6433	-97362	20251013233000	https://english.republika.mk/macedonia/mickoski-blasts-sdsm-for-including-zaev-in-their-campaign/
1268421951	20251012	202510	2025	2025.7726	MKD	MACEDONIA	MKD								MKDGOV	MACEDONIA	MKD					GOV			1	111	111	11	3	-2.0	2	1	2	-6.31578947368421	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20251013233000	https://english.republika.mk/macedonia/mickoski-blasts-sdsm-for-including-zaev-in-their-campaign/
1268421952	20251013	202510	2025	2025.7753											AGR	CROPPER						AGR			0	042	042	04	1	1.9	6	1	6	-5.93939393939394	0								1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20251013233000	https://www.mirror.co.uk/tv/tv-news/coronation-street-spoilers-tease-becky-36062569
1268421953	20251013	202510	2025	2025.7753											AUS	AUSTRALIA	AUS								0	040	040	04	1	1.0	6	1	6	-5.55174777244689	0								4	Kiama, New South Wales, Australia	AS	AS02	5029	-34.6683	150.852	-1581516	4	Kiama, New South Wales, Australia	AS	AS02	5029	-34.6683	150.852	-1581516	20251013233000	https://www.illawarramercury.com.au/story/9085563/truck-stop-horror-the-discovery-of-a-human-torso/
1268421954	20251013	202510	2025	2025.7753											AUS	VICTORIA	AUS								1	042	042	04	1	1.9	3	1	3	-2.43589743589744	0								4	University Of Adelaide, South Australia, Australia	AS	AS05	5256	-34.9197	138.604	11377717	4	University Of Adelaide, South Australia, Australia	AS	AS05	5256	-34.9197	138.604	11377717	20251013233000	https://www.theguardian.com/environment/2025/oct/14/red-fox-invasive-species-colonise-australia
1268421955	20251013	202510	2025	2025.7753											BUS	COMPANY						BUS			0	013	013	01	1	0.4	6	1	6	-6.08308605341246	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20251013233000	https://www.mirror.co.uk/3am/celebrity-news/bbc-responds-gregg-wallaces-10k-36062968
1268421956	20251013	202510	2025	2025.7753											BUS	BUSINESS						BUS			0	052	052	05	1	3.5	20	4	20	-1.12676056338029	0								4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	20251013233000	https://www.denbighshirefreepress.co.uk/news/national/25540351.new-workers-rights-body-appoints-chairman-lead-crackdown-bad-bosses/
1268421957	20251013	202510	2025	2025.7753											BUS	COMPANY						BUS			1	080	080	08	2	5.0	6	1	6	-0.1669449081803	0								4	Sharm-El-Sheikh, Janub Sina', Egypt	EG	EG26	66041	27.8518	34.305	-302053	4	Sharm-El-Sheikh, Janub Sina', Egypt	EG	EG26	66041	27.8518	34.305	-302053	20251013233000	https://toronto.citynews.ca/2025/10/13/no-planes-available-pm-carney-charters-private-jet-to-egypt-for-historic-mideast-peace-summit/
1268421958	20251013	202510	2025	2025.7753											BUS	COMPANY						BUS			1	080	080	08	2	5.0	2	1	2	-0.1669449081803	0								1	United Kingdom	UK	UK		54	-4	UK	4	Sharm-El-Sheikh, Janub Sina', Egypt	EG	EG26	66041	27.8518	34.305	-302053	20251013233000	https://toronto.citynews.ca/2025/10/13/no-planes-available-pm-carney-charters-private-jet-to-egypt-for-historic-mideast-peace-summit/
1268421959	20251013	202510	2025	2025.7753											CAN	CANADA	CAN								0	173	173	17	4	-5.0	2	1	2	-8.70535714285711	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20251013233000	https://www.israelnationalnews.com/news/416248
1268421960	20251013	202510	2025	2025.7753											COP	POLICE						COP			0	014	014	01	1	0.0	2	1	2	-6.77290836653387	0								3	Clayton County, Georgia, United States	US	USGA		33.5334	-84.3666	1672399	3	Clayton County, Georgia, United States	US	USGA		33.5334	-84.3666	1672399	20251013233000	https://www.11alive.com/article/news/local/missing-in-georgia/dad-suspect-in-disappearance-of-6-month-old-baby/85-a621961f-b340-467e-bd86-5fb60646a127
1268421961	20251013	202510	2025	2025.7753											COP	DEPUTY						COP			0	040	040	04	1	1.0	10	1	10	-7.88091068301226	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251013233000	https://www.timesargus.com/news/local/topsham-man-sentenced-to-time-served-in-aggravated-assault-case/article_b10debc0-edc0-4bc0-a035-9bab2f1e9575.html
1268421962	20251013	202510	2025	2025.7753											COP	DEPUTIES						COP			1	046	046	04	1	7.0	10	1	10	-5.24017467248908	0								1	Jordan	JO	JO		31	36	JO	1	Jordan	JO	JO		31	36	JO	20251013233000	https://www.freedom970.com/portland-area-transit-police-make-arrests-during-public-safety-mission/
1268421963	20251013	202510	2025	2025.7753											CVL	NEIGHBORHOOD						CVL			1	042	042	04	1	1.9	1	1	1	2.22551928783383	0								3	Watch Hill, Rhode Island, United States	US	USRI		41.3137	-71.8498	1217588	3	Watch Hill, Rhode Island, United States	US	USRI		41.3137	-71.8498	1217588	20251013233000	https://www.aol.com/articles/favorite-england-day-trip-coastal-190148069.html
1268421964	20251013	202510	2025	2025.7753											CVL	COMMUNITY						CVL			1	046	046	04	1	7.0	10	1	10	0	0								3	Cottonwood, Oklahoma, United States	US	USOK	OK029	34.5559	-96.2039	1091706	3	Cottonwood, Oklahoma, United States	US	USOK	OK029	34.5559	-96.2039	1091706	20251013233000	https://communityimpact.com/austin/pflugerville-hutto/development/2025/10/13/hutto-ends-negotiations-with-developer-for-cottonwood-properties/
1268421965	20251013	202510	2025	2025.7753											CVL	COMMUNITY						CVL			1	046	046	04	1	7.0	10	1	10	5.97014925373134	0								3	Colleyville, Texas, United States	US	USTX	TX439	32.881	-97.155	1373161	3	Colleyville, Texas, United States	US	USTX	TX439	32.881	-97.155	1373161	20251013233000	https://communityimpact.com/dallas-fort-worth/keller-roanoke-northeast-fort-worth/business/2025/10/13/biltong-usa-closes-roanoke-store/
1268421966	20251013	202510	2025	2025.7753											CVLEDU	COMMUNITY						CVL	EDU		0	051	051	05	1	3.4	2	1	2	2.07345971563981	0								3	Cedar Rapids, Iowa, United States	US	USIA		42.0083	-91.6441	465941	3	Cedar Rapids, Iowa, United States	US	USIA		42.0083	-91.6441	465941	20251013233000	https://www.thegazette.com/campaigns-elections/rod-blum-ends-comeback-bid-for-iowas-2nd-congressional-district-seat/
1268421967	20251013	202510	2025	2025.7753											EDU	STUDENT						EDU			1	020	020	02	1	3.0	2	1	1	3.16176470588235	0								3	Cedar Rapids, Iowa, United States	US	USIA		42.0083	-91.6441	465941	3	Cedar Rapids, Iowa, United States	US	USIA		42.0083	-91.6441	465941	20251013233000	https://www.thegazette.com/education/an-office-for-a-day-with-a-view/
1268421968	20251013	202510	2025	2025.7753											EDU	PROFESSOR						EDU			1	040	040	04	1	1.0	3	1	3	-1.2987012987013	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20251013233000	https://www.abc.net.au/news/2025-10-14/computing-advances-countering-cyber-security-report/105887790
1268421969	20251013	202510	2025	2025.7753											EDU	STUDENT						EDU			1	043	043	04	1	2.8	1	1	1	3.16176470588235	0								3	Cedar Rapids, Iowa, United States	US	USIA		42.0083	-91.6441	465941	3	Cedar Rapids, Iowa, United States	US	USIA		42.0083	-91.6441	465941	20251013233000	https://www.thegazette.com/education/an-office-for-a-day-with-a-view/
1268421970	20251013	202510	2025	2025.7753											EDU	PUPIL						EDU			0	111	111	11	3	-2.0	3	1	3	-6.61625708884688	0								4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	20251013233000	https://www.dailymail.co.uk/tvshowbiz/article-15189097/MAFS-star-harrowing-court-warning-drug-possession-charges.html
1268421971	20251013	202510	2025	2025.7753											EDU	SCHOOL						EDU			1	173	173	17	4	-5.0	1	1	1	2.80373831775701	0								3	Carson High School, Nevada, United States	US	USNV		39.1649	-119.777	859155	3	Carson High School, Nevada, United States	US	USNV		39.1649	-119.777	859155	20251013233000	https://www.carsonnow.org/10/13/2025/carson-city-schools-foundation-awards-9048-in-grants-to-support-students-educators
1268421972	20251013	202510	2025	2025.7753											EGY	CAIRO	EGY								0	014	014	01	1	0.0	2	1	2	-0.79051383399209	0								1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	20251013233000	https://www.straitstimes.com/world/middle-east/netanyahu-pulls-out-of-egypts-gaza-summit-after-other-leaders-object-sources
1268421973	20251013	202510	2025	2025.7753											EGY	EGYPT	EGY								0	036	036	03	1	4.0	2	1	2	-0.1669449081803	0								4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20251013233000	https://toronto.citynews.ca/2025/10/13/no-planes-available-pm-carney-charters-private-jet-to-egypt-for-historic-mideast-peace-summit/
1268421974	20251013	202510	2025	2025.7753											EGY	EGYPT	EGY								1	051	051	05	1	3.4	1	1	1	0.26178010471205	0								1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20251013233000	https://www.thetimes-tribune.com/2025/10/13/trump-world-leaders-gaza-summit/
1268421975	20251013	202510	2025	2025.7753											GBRHLH	UNITED KINGDOM	GBR					HLH			1	042	042	04	1	1.9	1	1	1	-1.10132158590308	0								2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20251013233000	https://www.lex18.com/news/covering-kentucky/scott-county-teen-gives-back-on-12th-anniversary-of-life-changing-accident
1268421976	20251013	202510	2025	2025.7753											GBRHLH	UNITED KINGDOM	GBR					HLH			1	042	042	04	1	1.9	1	1	1	-1.10132158590308	0								1	United Kingdom	UK	UK		54	-4	UK	3	Scott County, Kentucky, United States	US	USKY		38.3001	-84.5666	516951	20251013233000	https://www.lex18.com/news/covering-kentucky/scott-county-teen-gives-back-on-12th-anniversary-of-life-changing-accident
1268421977	20251013	202510	2025	2025.7753											GBRHLH	UNITED KINGDOM	GBR					HLH			1	042	042	04	1	1.9	3	1	3	-1.10132158590308	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20251013233000	https://www.lex18.com/news/covering-kentucky/scott-county-teen-gives-back-on-12th-anniversary-of-life-changing-accident
1268421978	20251013	202510	2025	2025.7753											GHA	GHANA	GHA								0	046	046	04	1	7.0	2	1	2	-1.98300283286119	0								5	Ashanti Region, Ashanti, Ghana	GH	GH02	16576	6.75	-1.5	-2069926	5	Ashanti Region, Ashanti, Ghana	GH	GH02	16576	6.75	-1.5	-2069926	20251013233000	https://www.ghanaweb.com/GhanaHomePage/NewsArchive/Conference-of-Major-Superiors-reaffirm-calls-for-an-end-to-galamsey-menace-2004989
1268421979	20251013	202510	2025	2025.7753											GOV	PRIME MINISTER						GOV			1	026	026	02	1	4.0	5	1	5	0.9433962264151	0								1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20251013233000	https://indianexpress.com/article/india/disaster-warning-systems-are-not-luxuries-principal-secy-to-prime-minister-10305419/
1268421980	20251013	202510	2025	2025.7753											GOV	PRESIDENT						GOV			0	046	046	04	1	7.0	3	1	3	-1.98300283286119	0								5	Ashanti Region, Ashanti, Ghana	GH	GH02	16576	6.75	-1.5	-2069926	5	Ashanti Region, Ashanti, Ghana	GH	GH02	16576	6.75	-1.5	-2069926	20251013233000	https://www.ghanaweb.com/GhanaHomePage/NewsArchive/Conference-of-Major-Superiors-reaffirm-calls-for-an-end-to-galamsey-menace-2004989
1268421981	20251013	202510	2025	2025.7753											GOV	PRESIDENT						GOV			0	061	061	06	2	6.4	2	2	2	4.60420032310178	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	1	Netherlands	NL	NL		52.5	5.75	NL	20251013233000	https://jg-tc.com/news/state-regional/education/article_499dabd9-3231-5ff9-9ab0-720768e356ac.html
1268421982	20251013	202510	2025	2025.7753											GOV	MINISTRY						GOV			0	080	080	08	2	5.0	10	1	10	1.05017502917153	0								2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20251013233000	https://www.brnow.org/news/nc-baptist-weekend-retreat-sees-50-student-salvations/
1268421983	20251013	202510	2025	2025.7753											GOV	PRIME MINISTER						GOV			1	110	110	11	3	-2.0	3	1	3	-6.31578947368421	0								4	Strumica, Opstina Strumica, Macedonia	MK	MKE7	27311	41.4375	22.6433	-97362	4	Strumica, Opstina Strumica, Macedonia	MK	MKE7	27311	41.4375	22.6433	-97362	20251013233000	https://english.republika.mk/macedonia/mickoski-blasts-sdsm-for-including-zaev-in-their-campaign/
1268421984	20251013	202510	2025	2025.7753											GOV	PRIME MINISTER						GOV			1	111	111	11	3	-2.0	3	1	3	-6.31578947368421	0								4	Strumica, Opstina Strumica, Macedonia	MK	MKE7	27311	41.4375	22.6433	-97362	4	Strumica, Opstina Strumica, Macedonia	MK	MKE7	27311	41.4375	22.6433	-97362	20251013233000	https://english.republika.mk/macedonia/mickoski-blasts-sdsm-for-including-zaev-in-their-campaign/
1268421985	20251013	202510	2025	2025.7753											GOV	MAYOR						GOV			0	130	130	13	3	-4.4	3	1	3	-2.75590551181102	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	Wahaj, Kordestan, Iran	IR	IR16	41068	35.1127	47.7697	-3088362	20251013233000	https://www.zerohedge.com/political/peter-schweizer-mamdani-family-joined-hip-foreign-radical-powers
1268421986	20251013	202510	2025	2025.7753											GOVCOP	INSPECTOR GENERAL						GOV	COP		0	010	010	01	1	0.0	6	1	6	-1.00286532951289	0								2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20251013233000	https://www.hometownregister.com/news/state/no-ethics-reform-in-sight-as-ex-speaker-s-scheduled-prison-term-begins/article_530d162b-722e-5ed9-b007-f4797855ed58.html
1268421987	20251013	202510	2025	2025.7753											GOVCOP	INSPECTOR GENERAL						GOV	COP		0	141	141	14	3	-6.5	6	1	6	-1.00286532951289	0								2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20251013233000	https://www.hometownregister.com/news/state/no-ethics-reform-in-sight-as-ex-speaker-s-scheduled-prison-term-begins/article_530d162b-722e-5ed9-b007-f4797855ed58.html
1268421988	20251013	202510	2025	2025.7753											GOVHLH	HEALTH DEPARTMENT						GOV	HLH		0	042	042	04	1	1.9	10	1	10	2.92326431181487	0								2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	20251013233000	https://wyofile.com/nurses-senior-care-telehealth-wyoming-seeks-feedback-for-how-to-spend-millions-in-federal-health-dollars/
1268421989	20251013	202510	2025	2025.7753											HLH	HOSPITAL						HLH			1	020	020	02	1	3.0	10	1	10	-0.83798882681565	0								1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	20251013233000	https://blogbaladi.com/whats-happening-with-tannourine-water/
1268421990	20251013	202510	2025	2025.7753											HLH	PHYSICIAN						HLH			1	051	051	05	1	3.4	10	1	10	-2.64765784114053	0								4	Charing Cross, Westminster, United Kingdom	UK	UKP5	40110	51.5078	-0.122015	-2592264	4	Charing Cross, Westminster, United Kingdom	UK	UKP5	40110	51.5078	-0.122015	-2592264	20251013233000	https://www.dicardiology.com/content/medtronic-stent-graft-system-receives-fda-labeling-approval-remove-raaa-treatment-warning
1268421991	20251013	202510	2025	2025.7753											IND	CHANDIGARH	IND								1	042	042	04	1	1.9	10	1	10	-5.01930501930502	0								4	Sonipat, Haryana, India	IN	IN10	17665	28.9833	77.0167	-2111862	4	Sonipat, Haryana, India	IN	IN10	17665	28.9833	77.0167	-2111862	20251013233000	https://timesofindia.indiatimes.com/india/haryana-government-puts-anniversary-bash-on-hold/articleshow/124540369.cms
1268421992	20251013	202510	2025	2025.7753											IRQ	IRAQ	IRQ								0	111	111	11	3	-2.0	2	1	2	-5.66534914361002	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251013233000	https://newsbusters.org/blogs/nb/curtis-houck/2025/10/13/cbs-foreign-correspondent-gives-equal-time-israeli-hostages
1268421993	20251013	202510	2025	2025.7753											IRQ	IRAQ	IRQ								0	111	111	11	3	-2.0	2	1	2	-5.66534914361002	0								1	Iraq	IZ	IZ		33	44	IZ	1	Yemen	YM	YM		15.5	47.5	YM	20251013233000	https://newsbusters.org/blogs/nb/curtis-houck/2025/10/13/cbs-foreign-correspondent-gives-equal-time-israeli-hostages
1268421994	20251013	202510	2025	2025.7753											ISR	ISRAELI	ISR								0	042	042	04	1	1.9	2	1	1	2.38870792616721	0								2	Vermont, United States	US	USVT		44.0407	-72.7093	VT	2	Vermont, United States	US	USVT		44.0407	-72.7093	VT	20251013233000	https://www.mynbc5.com/article/israel-palestine-advocates-future-hostages-released/69022155
1268421995	20251013	202510	2025	2025.7753											ISR	ISRAELI	ISR								0	173	173	17	4	-5.0	2	1	2	-8.70535714285711	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20251013233000	https://www.israelnationalnews.com/news/416248
1268421996	20251013	202510	2025	2025.7753											ISRCVL	ISRAELI	ISR					CVL			0	173	173	17	4	-5.0	6	1	6	-8.70535714285711	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20251013233000	https://www.israelnationalnews.com/news/416248
1268421997	20251013	202510	2025	2025.7753											KOR	BUSAN	KOR								0	190	190	19	4	-10.0	10	1	10	-3.13418217433889	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20251013233000	https://www.zerohedge.com/energy/world-slowly-waking-menace-lithium-battery-fires-experts-say
1268421998	20251013	202510	2025	2025.7753											LAB	EMPLOYEE						LAB			1	040	040	04	1	1.0	10	1	10	-5.28401585204756	0								1	Democratic Republic Of The Congo	CG	CG		0	25	CG	1	Democratic Republic Of The Congo	CG	CG		0	25	CG	20251013233000	https://cen.acs.org/policy/regulation/Trump-administration-quickly-reverses-course/103/web/2025/10
1268421999	20251013	202510	2025	2025.7753											LAB	WORKER						LAB			0	051	051	05	1	3.4	10	1	10	2.04081632653061	0								2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20251013233000	https://www.forbes.com/sites/janicegassam/2025/10/13/what-californias-uber-and-lyft-unionization-could-mean-for-workers-nationwide/
1268422000	20251013	202510	2025	2025.7753											LAB	EMPLOYEE						LAB			1	080	080	08	2	5.0	10	1	10	-5.28401585204756	0								1	Democratic Republic Of The Congo	CG	CG		0	25	CG	1	Democratic Republic Of The Congo	CG	CG		0	25	CG	20251013233000	https://cen.acs.org/policy/regulation/Trump-administration-quickly-reverses-course/103/web/2025/10
1268422001	20251013	202510	2025	2025.7753											LEG	SENATE						LEG			0	190	190	19	4	-10.0	6	1	6	1.93548387096774	0								2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20251013233000	https://whopam.com/2025/10/13/newly-awarded-senator-richardson-and-kha-talk-goals-for-upcoming-session-of-the-general-assembly/
