1273339904	20251110	202511	2025	2025.8493	SPY	INTELLIGENCE						SPY													1	110	110	11	3	-2.0	5	1	5	1.3262599469496	0								0								0								20251110064500	https://trak.in/stories/cheap-macbooks-by-apple-can-arrive-by-june-2026/
1273339905	20251110	202511	2025	2025.8493	SVK	SLOVAK	SVK								JAM	KINGSTON	JAM								1	051	051	05	1	3.4	3	1	3	3.35884353741496	3	Trucksville, Pennsylvania, United States	US	USPA	PA079	41.304	-75.9321	1189884	3	Trucksville, Pennsylvania, United States	US	USPA	PA079	41.304	-75.9321	1189884	3	Trucksville, Pennsylvania, United States	US	USPA	PA079	41.304	-75.9321	1189884	20251110064500	https://www.citizensvoice.com/2025/11/10/community-digest-nov-10-2025/
1273339906	20251110	202511	2025	2025.8493	SYR	SYRIA	SYR								SAU	SAUDI ARABIA	SAU								1	042	042	04	1	1.9	5	5	5	-2.77264325323475	1	Syria	SY	SY		35	38	SY	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20251110064500	https://www.wisn.com/article/trump-hosting-syria-al-sharaa-at-white-house/69301421
1273339907	20251110	202511	2025	2025.8493	SYR	SYRIAN	SYR								SYRGOV	SYRIA	SYR					GOV			1	042	042	04	1	1.9	20	5	10	-2.77264325323475	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20251110064500	https://www.wisn.com/article/trump-hosting-syria-al-sharaa-at-white-house/69301421
1273339908	20251110	202511	2025	2025.8493	SYR	SYRIA	SYR								USA	WASHINGTON	USA								1	057	057	05	1	8.0	1	1	1	-3.3203125	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20251110064500	https://www.hurriyetdailynews.com/syrian-president-due-at-white-house-for-landmark-talks-215551
1273339909	20251110	202511	2025	2025.8493	SYR	SYRIA	SYR								USA	WASHINGTON	USA								1	057	057	05	1	8.0	1	1	1	-3.3203125	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251110064500	https://www.hurriyetdailynews.com/syrian-president-due-at-white-house-for-landmark-talks-215551
1273339910	20251110	202511	2025	2025.8493	SYR	SYRIA	SYR								USAGOV	UNITED STATES	USA					GOV			1	057	057	05	1	8.0	2	1	2	-3.3203125	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20251110064500	https://www.hurriyetdailynews.com/syrian-president-due-at-white-house-for-landmark-talks-215551
1273339911	20251110	202511	2025	2025.8493	SYR	SYRIA	SYR								USAGOV	WASHINGTON	USA					GOV			1	057	057	05	1	8.0	4	1	4	-3.3203125	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251110064500	https://www.hurriyetdailynews.com/syrian-president-due-at-white-house-for-landmark-talks-215551
1273339912	20251110	202511	2025	2025.8493	SYRGOV	SYRIAN	SYR					GOV			GOV	PRESIDENT						GOV			1	042	042	04	1	1.9	60	5	30	-2.77264325323475	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20251110064500	https://www.wisn.com/article/trump-hosting-syria-al-sharaa-at-white-house/69301421
1273339913	20251110	202511	2025	2025.8493	SYRGOV	SYRIA	SYR					GOV			MOS	ISLAMIC				MOS					1	051	051	05	1	3.4	10	5	10	-2.77264325323475	1	Syria	SY	SY		35	38	SY	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20251110064500	https://www.wisn.com/article/trump-hosting-syria-al-sharaa-at-white-house/69301421
1273339914	20251110	202511	2025	2025.8493	SYRGOV	SYRIA	SYR					GOV			SYR	SYRIAN	SYR								1	043	043	04	1	2.8	20	5	10	-2.77264325323475	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20251110064500	https://www.wisn.com/article/trump-hosting-syria-al-sharaa-at-white-house/69301421
1273339915	20251110	202511	2025	2025.8493	SYRGOV	SYRIA	SYR					GOV			USA	UNITED STATES	USA								1	160	160	16	4	-4.0	2	1	2	-3.3203125	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251110064500	https://www.hurriyetdailynews.com/syrian-president-due-at-white-house-for-landmark-talks-215551
1273339916	20251110	202511	2025	2025.8493	THA	THAILAND	THA								CHN	CHINESE	CHN								1	073	073	07	2	7.4	10	1	10	-9.39759036144575	1	Thailand	TH	TH		15	100	TH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20251110064500	https://www.yahoo.com/news/articles/cambodia-drug-raid-video-misrepresented-034525873.html
1273339917	20251110	202511	2025	2025.8493	THA	THAI	THA								CHN	CHINESE	CHN								1	112	112	11	3	-2.0	2	1	2	-9.39759036144575	1	Thailand	TH	TH		15	100	TH	1	China	CH	CH		35	105	CH	1	Thailand	TH	TH		15	100	TH	20251110064500	https://www.yahoo.com/news/articles/cambodia-drug-raid-video-misrepresented-034525873.html
1273339918	20251110	202511	2025	2025.8493	THA	THAILAND	THA								MNCJPN	TOYOTA	JPN					MNC			1	043	043	04	1	2.8	2	1	2	1.23203285420944	4	Camden Haven, New South Wales, Australia	AS	AS02	5096	-31.6448	152.795	-1583170	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	20251110064500	https://www.camdencourier.com.au/story/9108506/2026-toyota-hilux-revealed-as-the-most-australian-hilux-ever/
1273339919	20251110	202511	2025	2025.8493	THA	THAILAND	THA								MNCJPN	TOYOTA	JPN					MNC			1	043	043	04	1	2.8	6	1	6	1.23203285420944	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Camden Haven, New South Wales, Australia	AS	AS02	5096	-31.6448	152.795	-1583170	4	Camden Haven, New South Wales, Australia	AS	AS02	5096	-31.6448	152.795	-1583170	20251110064500	https://www.camdencourier.com.au/story/9108506/2026-toyota-hilux-revealed-as-the-most-australian-hilux-ever/
1273339920	20251110	202511	2025	2025.8493	THA	THAILAND	THA								MNCJPN	TOYOTA	JPN					MNC			1	043	043	04	1	2.8	2	1	2	1.23203285420944	1	Japan	JA	JA		36	138	JA	4	Camden Haven, New South Wales, Australia	AS	AS02	5096	-31.6448	152.795	-1583170	4	Camden Haven, New South Wales, Australia	AS	AS02	5096	-31.6448	152.795	-1583170	20251110064500	https://www.camdencourier.com.au/story/9108506/2026-toyota-hilux-revealed-as-the-most-australian-hilux-ever/
1273339921	20251110	202511	2025	2025.8493	THAGOV	THAI	THA					GOV			CHN	CHINESE	CHN								1	112	112	11	3	-2.0	6	1	6	-9.39759036144575	1	Thailand	TH	TH		15	100	TH	1	China	CH	CH		35	105	CH	1	Thailand	TH	TH		15	100	TH	20251110064500	https://www.yahoo.com/news/articles/cambodia-drug-raid-video-misrepresented-034525873.html
1273339922	20251110	202511	2025	2025.8493	TTO	TRINIDAD AND TOBAGO	TTO								MED	MEDIA						MED			0	010	010	01	1	0.0	4	1	4	-3.33091962346126	4	Mayaro, Trinidad and Tobago (general), Trinidad And Tobago	TD	TD00	27416	10.1667	-61.0833	-1360347	4	Mayaro, Trinidad and Tobago (general), Trinidad And Tobago	TD	TD00	27416	10.1667	-61.0833	-1360347	4	Mayaro, Trinidad and Tobago (general), Trinidad And Tobago	TD	TD00	27416	10.1667	-61.0833	-1360347	20251110064500	https://www.stabroeknews.com/2025/11/10/news/regional/mystery-flights-us-drones-spotted-over-tt/
1273339923	20251110	202511	2025	2025.8493	TTO	TRINIDAD AND TOBAGO	TTO								MED	MEDIA						MED			0	013	013	01	1	0.4	4	1	4	-3.33091962346126	4	Mayaro, Trinidad and Tobago (general), Trinidad And Tobago	TD	TD00	27416	10.1667	-61.0833	-1360347	4	Mayaro, Trinidad and Tobago (general), Trinidad And Tobago	TD	TD00	27416	10.1667	-61.0833	-1360347	4	Mayaro, Trinidad and Tobago (general), Trinidad And Tobago	TD	TD00	27416	10.1667	-61.0833	-1360347	20251110064500	https://www.stabroeknews.com/2025/11/10/news/regional/mystery-flights-us-drones-spotted-over-tt/
1273339924	20251110	202511	2025	2025.8493	TTO	TRINIDAD AND TOBAGO	TTO								USA	UNITED STATES	USA								0	040	040	04	1	1.0	2	1	2	-3.33091962346126	4	Piarco, Saint George, Trinidad And Tobago	TD	TD08	27422	10.5881	-61.3249	-1360570	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251110064500	https://www.stabroeknews.com/2025/11/10/news/regional/mystery-flights-us-drones-spotted-over-tt/
1273339925	20251110	202511	2025	2025.8493	TTOGOVMIL	TRINIDAD AND TOBAGO	TTO					GOV	MIL		GOV	GOVERNMENT						GOV			0	020	020	02	1	3.0	2	1	2	-3.33091962346126	4	Mayaro, Trinidad and Tobago (general), Trinidad And Tobago	TD	TD00	27416	10.1667	-61.0833	-1360347	4	Mayaro, Trinidad and Tobago (general), Trinidad And Tobago	TD	TD00	27416	10.1667	-61.0833	-1360347	4	Mayaro, Trinidad and Tobago (general), Trinidad And Tobago	TD	TD00	27416	10.1667	-61.0833	-1360347	20251110064500	https://www.stabroeknews.com/2025/11/10/news/regional/mystery-flights-us-drones-spotted-over-tt/
1273339926	20251110	202511	2025	2025.8493	TTOGOVMIL	TRINIDAD AND TOBAGO	TTO					GOV	MIL		USAGOV	THE US	USA					GOV			0	080	080	08	2	5.0	2	1	2	-3.33091962346126	4	Mayaro, Trinidad and Tobago (general), Trinidad And Tobago	TD	TD00	27416	10.1667	-61.0833	-1360347	4	Mayaro, Trinidad and Tobago (general), Trinidad And Tobago	TD	TD00	27416	10.1667	-61.0833	-1360347	4	Mayaro, Trinidad and Tobago (general), Trinidad And Tobago	TD	TD00	27416	10.1667	-61.0833	-1360347	20251110064500	https://www.stabroeknews.com/2025/11/10/news/regional/mystery-flights-us-drones-spotted-over-tt/
1273339927	20251110	202511	2025	2025.8493	TUR	TURKEY	TUR																		1	010	010	01	1	0.0	2	1	2	6.74157303370786	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	0								4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	20251110064500	https://www.hurriyetdailynews.com/istanbul-named-europes-most-desirable-city-215539
1273339928	20251110	202511	2025	2025.8493	TUR	TURKEY	TUR																		1	025	025	02	1	-0.3	4	1	4	-7.14285714285714	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	0								4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20251110064500	https://www.hurriyetdailynews.com/turkish-top-officials-to-visit-pakistan-amid-afghanistan-tensions-215555
1273339929	20251110	202511	2025	2025.8493	TUR	TURKEY	TUR																		1	036	036	03	1	4.0	5	1	5	-0.89820359281437	1	Turkey	TU	TU		39.059012	34.911546	TU	0								1	Turkey	TU	TU		39.059012	34.911546	TU	20251110064500	https://www.wistv.com/sponsored/stanley-law-group/stanley-law-group-partners-with-tolivers-mane-event-th-annual-turkey-giveaway/
1273339930	20251110	202511	2025	2025.8493	TUR	ANKARA	TUR								AZE	AZERBAIJAN	AZE								1	043	043	04	1	2.8	1	1	1	-7.14285714285714	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	20251110064500	https://www.hurriyetdailynews.com/turkish-top-officials-to-visit-pakistan-amid-afghanistan-tensions-215555
1273339931	20251110	202511	2025	2025.8493	TUR	ANKARA	TUR								AZE	AZERBAIJAN	AZE								1	043	043	04	1	2.8	1	1	1	-7.14285714285714	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20251110064500	https://www.hurriyetdailynews.com/turkish-top-officials-to-visit-pakistan-amid-afghanistan-tensions-215555
1273339932	20251110	202511	2025	2025.8493	TUR	TURKEY	TUR								CVL	CIVILIAN						CVL			1	020	020	02	1	3.0	4	1	4	-2.77410832232497	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20251110064500	https://www.ynetnews.com/article/hyljf11kgbx
1273339933	20251110	202511	2025	2025.8493	TUR	TURKEY	TUR								CVL	CIVILIAN						CVL			1	020	020	02	1	3.0	1	1	1	-2.77410832232497	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251110064500	https://www.ynetnews.com/article/hyljf11kgbx
1273339934	20251110	202511	2025	2025.8493	TUR	TURKEY	TUR								CVL	COMMUNITY						CVL			1	051	051	05	1	3.4	5	1	5	-0.89820359281437	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	20251110064500	https://www.wistv.com/sponsored/stanley-law-group/stanley-law-group-partners-with-tolivers-mane-event-th-annual-turkey-giveaway/
1273339935	20251110	202511	2025	2025.8493	TUR	TURKEY	TUR								EGY	EGYPT	EGY								0	190	190	19	4	-10.0	2	1	2	-2.77410832232497	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20251110064500	https://www.ynetnews.com/article/hyljf11kgbx
1273339936	20251110	202511	2025	2025.8493	TUR	TURKEY	TUR								EGY	EGYPT	EGY								0	190	190	19	4	-10.0	2	1	2	-2.77410832232497	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251110064500	https://www.ynetnews.com/article/hyljf11kgbx
1273339937	20251110	202511	2025	2025.8493	TUR	TURKEY	TUR								EGY	EGYPT	EGY								0	190	190	19	4	-10.0	6	1	6	-2.77410832232497	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	1	Egypt	EG	EG		27	30	EG	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251110064500	https://www.ynetnews.com/article/hyljf11kgbx
1273339938	20251110	202511	2025	2025.8493	TUR	ANKARA	TUR								LEG	PARLIAMENT						LEG			1	043	043	04	1	2.8	2	1	2	2.66429840142096	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20251110064500	https://www.hurriyetdailynews.com/turkiye-commemorates-ataturk-as-his-restored-birthplace-reopens-in-thessaloniki-215540
1273339939	20251110	202511	2025	2025.8493	TUR	TURKEY	TUR								MED	EDITOR IN CHIEF						MED			1	010	010	01	1	0.0	2	1	2	6.74157303370786	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	20251110064500	https://www.hurriyetdailynews.com/istanbul-named-europes-most-desirable-city-215539
1273339940	20251110	202511	2025	2025.8493	TUR	TURKEY	TUR								USA	UNITED STATES	USA								0	190	190	19	4	-10.0	2	1	2	-2.77410832232497	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20251110064500	https://www.ynetnews.com/article/hyljf11kgbx
1273339941	20251110	202511	2025	2025.8493	TUR	TURKEY	TUR								USA	UNITED STATES	USA								0	190	190	19	4	-10.0	8	1	8	-2.77410832232497	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251110064500	https://www.ynetnews.com/article/hyljf11kgbx
1273339942	20251110	202511	2025	2025.8493	TURGOV	TURKEY	TUR					GOV			GRC	GREECE	GRC								0	010	010	01	1	0.0	1	1	1	2.66429840142096	4	Efendi, Kirikkale, Turkey	TU	TU79	28037	39.5667	33.7846	-747459	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	20251110064500	https://www.hurriyetdailynews.com/turkiye-commemorates-ataturk-as-his-restored-birthplace-reopens-in-thessaloniki-215540
1273339943	20251110	202511	2025	2025.8493	TURGOV	TURKEY	TUR					GOV			GRC	GREECE	GRC								0	010	010	01	1	0.0	1	1	1	2.66429840142096	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	20251110064500	https://www.hurriyetdailynews.com/turkiye-commemorates-ataturk-as-his-restored-birthplace-reopens-in-thessaloniki-215540
1273339944	20251110	202511	2025	2025.8493	UAF	TERRORIST						UAF													0	010	010	01	1	0.0	10	1	10	-4.4943820224719	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251110064500	https://timesofindia.indiatimes.com/world/us/put-him-on-first-flight-back-to-uganda-republicans-seek-to-revoke-mamdanis-citizenship-is-it-legally-possible/articleshow/125215629.cms
1273339945	20251110	202511	2025	2025.8493	UAF	MERCENARIES						UAF													1	190	190	19	4	-10.0	8	1	8	-8.33333333333333	4	Lugansk, Luhans'ka Oblast', Ukraine	UP	UP14	25090	48.567	39.3171	-1045160	0								4	Lugansk, Luhans'ka Oblast', Ukraine	UP	UP14	25090	48.567	39.3171	-1045160	20251110064500	https://tass.com/politics/2041185
1273339946	20251110	202511	2025	2025.8493	UAF	MERCENARIES						UAF			MIL	MILITARY						MIL			1	010	010	01	1	0.0	6	1	6	-8.33333333333333	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20251110064500	https://tass.com/politics/2041185
1273339947	20251110	202511	2025	2025.8493	UAF	MERCENARIES						UAF			UKR	UKRAINE	UKR								1	010	010	01	1	0.0	4	1	4	-8.33333333333333	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20251110064500	https://tass.com/politics/2041185
1273339948	20251110	202511	2025	2025.8493	UAF	MERCENARIES						UAF			UKR	UKRAINE	UKR								1	190	190	19	4	-10.0	2	1	2	-8.33333333333333	4	Lugansk, Luhans'ka Oblast', Ukraine	UP	UP14	25090	48.567	39.3171	-1045160	4	Lugansk, Luhans'ka Oblast', Ukraine	UP	UP14	25090	48.567	39.3171	-1045160	4	Lugansk, Luhans'ka Oblast', Ukraine	UP	UP14	25090	48.567	39.3171	-1045160	20251110064500	https://tass.com/politics/2041185
1273339949	20251110	202511	2025	2025.8493	UGA	UGANDA	UGA																		1	010	010	01	1	0.0	1	1	1	-1.20171673819743	4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	0								4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	20251110064500	https://timesofindia.indiatimes.com/blogs/ashoks-statecraft/zohran-mamdanis-new-york-mayoral-victory-a-diaspora-moment-with-strategic-ripples-for-india-us-relations/
1273339950	20251110	202511	2025	2025.8493	UGA	UGANDA	UGA																		1	010	010	01	1	0.0	1	1	1	-1.20171673819743	4	Godhra, Gujarat, India	IN	IN09	70121	20.9167	70.9167	-2096429	0								4	Godhra, Gujarat, India	IN	IN09	70121	20.9167	70.9167	-2096429	20251110064500	https://timesofindia.indiatimes.com/blogs/ashoks-statecraft/zohran-mamdanis-new-york-mayoral-victory-a-diaspora-moment-with-strategic-ripples-for-india-us-relations/
1273339951	20251110	202511	2025	2025.8493	UGA	UGANDA	UGA																		1	010	010	01	1	0.0	1	1	1	-1.20171673819743	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20251110064500	https://timesofindia.indiatimes.com/blogs/ashoks-statecraft/zohran-mamdanis-new-york-mayoral-victory-a-diaspora-moment-with-strategic-ripples-for-india-us-relations/
1273339952	20251110	202511	2025	2025.8493	UGA	UGANDA	UGA																		1	010	010	01	1	0.0	1	1	1	-1.20171673819743	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20251110064500	https://timesofindia.indiatimes.com/blogs/ashoks-statecraft/zohran-mamdanis-new-york-mayoral-victory-a-diaspora-moment-with-strategic-ripples-for-india-us-relations/
1273339953	20251110	202511	2025	2025.8493	UGA	UGANDA	UGA																		1	020	020	02	1	3.0	2	1	2	-4.4943820224719	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								3	Hofstra University, New York, United States	US	USNY		40.7145	-73.6007	952933	20251110064500	https://timesofindia.indiatimes.com/world/us/put-him-on-first-flight-back-to-uganda-republicans-seek-to-revoke-mamdanis-citizenship-is-it-legally-possible/articleshow/125215629.cms
1273339954	20251110	202511	2025	2025.8493	UGA	UGANDA	UGA																		1	020	020	02	1	3.0	2	1	2	-4.4943820224719	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251110064500	https://timesofindia.indiatimes.com/world/us/put-him-on-first-flight-back-to-uganda-republicans-seek-to-revoke-mamdanis-citizenship-is-it-legally-possible/articleshow/125215629.cms
1273339955	20251110	202511	2025	2025.8493	UGA	UGANDA	UGA																		1	020	020	02	1	3.0	1	1	1	-4.4943820224719	1	Uganda	UG	UG		2	33	UG	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251110064500	https://timesofindia.indiatimes.com/world/us/put-him-on-first-flight-back-to-uganda-republicans-seek-to-revoke-mamdanis-citizenship-is-it-legally-possible/articleshow/125215629.cms
1273339956	20251110	202511	2025	2025.8493	UGA	UGANDA	UGA																		1	020	020	02	1	3.0	5	1	5	-4.4943820224719	1	Uganda	UG	UG		2	33	UG	0								1	Uganda	UG	UG		2	33	UG	20251110064500	https://timesofindia.indiatimes.com/world/us/put-him-on-first-flight-back-to-uganda-republicans-seek-to-revoke-mamdanis-citizenship-is-it-legally-possible/articleshow/125215629.cms
1273339957	20251110	202511	2025	2025.8493	UGACVL	UGANDA	UGA					CVL													1	040	040	04	1	1.0	1	1	1	-1.20171673819743	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20251110064500	https://timesofindia.indiatimes.com/blogs/ashoks-statecraft/zohran-mamdanis-new-york-mayoral-victory-a-diaspora-moment-with-strategic-ripples-for-india-us-relations/
1273339958	20251110	202511	2025	2025.8493	UKR	DONETSK	UKR																		0	194	194	19	4	-10.0	6	1	6	-5.80730312362516	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20251110064500	https://www.yahoo.com/news/articles/hacking-kingpin-reveals-inside-gang-060109332.html
1273339959	20251110	202511	2025	2025.8493	UKR	UKRAINIAN	UKR								RUS	RUSSIAN	RUS								1	190	190	19	4	-10.0	6	1	6	-4.39121756487026	4	Rivne, Rivnens'ka Oblast', Ukraine	UP	UP19	28560	50.6231	26.2274	-1052247	4	Rivne, Rivnens'ka Oblast', Ukraine	UP	UP19	28560	50.6231	26.2274	-1052247	4	Rivne, Rivnens'ka Oblast', Ukraine	UP	UP19	28560	50.6231	26.2274	-1052247	20251110064500	https://www.independent.ie/world-news/europe/ukrainian-strikes-cut-power-to-two-russian-cities-as-both-countries-target-energy-infrastructure/a1535875134.html
1273339960	20251110	202511	2025	2025.8493	UKR	UKRAINIAN	UKR								RUS	RUSSIAN	RUS								1	190	190	19	4	-10.0	1	1	1	-4.39121756487026	4	Rivne, Rivnens'ka Oblast', Ukraine	UP	UP19	28560	50.6231	26.2274	-1052247	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Rivne, Rivnens'ka Oblast', Ukraine	UP	UP19	28560	50.6231	26.2274	-1052247	20251110064500	https://www.independent.ie/world-news/europe/ukrainian-strikes-cut-power-to-two-russian-cities-as-both-countries-target-energy-infrastructure/a1535875134.html
1273339961	20251110	202511	2025	2025.8493	UKR	UKRAINIAN	UKR								RUS	RUSSIAN	RUS								1	190	190	19	4	-10.0	1	1	1	-4.39121756487026	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20251110064500	https://www.independent.ie/world-news/europe/ukrainian-strikes-cut-power-to-two-russian-cities-as-both-countries-target-energy-infrastructure/a1535875134.html
1273339962	20251110	202511	2025	2025.8493	UKR	UKRAINE	UKR								UAF	MERCENARIES						UAF			1	190	190	19	4	-10.0	2	1	2	-8.33333333333333	4	Lugansk, Luhans'ka Oblast', Ukraine	UP	UP14	25090	48.567	39.3171	-1045160	4	Lugansk, Luhans'ka Oblast', Ukraine	UP	UP14	25090	48.567	39.3171	-1045160	4	Lugansk, Luhans'ka Oblast', Ukraine	UP	UP14	25090	48.567	39.3171	-1045160	20251110064500	https://tass.com/politics/2041185
1273339963	20251110	202511	2025	2025.8493	UKR	UKRAINIAN	UKR								UKRCVL	UKRAINE	UKR					CVL			1	073	073	07	2	7.4	2	1	2	1.20481927710844	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20251110064500	https://www.1011now.com/2025/11/10/ukrainian-community-shows-support-back-nebraskans-through-appreciation-dinner/
