1263062806	20250914	202509	2025	2025.6959											MCO	MONACO	MCO								1	042	042	04	1	1.9	10	1	10	13.4920634920635	0								1	Monaco	MN	MN		43.733333	7.4	MN	1	Monaco	MN	MN		43.733333	7.4	MN	20250914101500	https://monacolife.net/grand-ball-of-princes-and-princesses-set-to-enchant-monaco-with-sail-into-royalty/
1263062807	20250914	202509	2025	2025.6959											MED	MEDIA						MED			0	036	036	03	1	4.0	5	1	5	-1.14882506527415	0								3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20250914101500	https://www.masslive.com/news/2025/09/college-majors-are-disappearing-as-academia-tightens-its-belt.html
1263062808	20250914	202509	2025	2025.6959											MEX	MEXICO	MEX								0	042	042	04	1	1.9	10	1	10	0.16806722689076	0								1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20250914101500	https://www.businessinsider.com/relocated-family-from-us-to-mexico-for-career-break-great-2025-9
1263062809	20250914	202509	2025	2025.6959											MIL	MILITARY						MIL			0	062	062	06	2	7.4	12	1	10	-1.83908045977011	0								4	Golovko, Krasnodarskiy Kray, Russia	RS	RS38	25065	45.0211	39.5846	-2909875	4	Golovko, Krasnodarskiy Kray, Russia	RS	RS38	25065	45.0211	39.5846	-2909875	20250914101500	https://nypost.com/2025/09/14/world-news/russia-flexes-military-muscle-with-hypersonic-missiles-and-bombers-during-drills/
1263062810	20250914	202509	2025	2025.6959											MIL	MILITARY						MIL			0	062	062	06	2	7.4	8	1	8	-1.83908045977011	0								4	Zapad, Mahilyowskaya Voblasts', Belarus	BO	BO04	39961	53.9019	27.4462	11248037	4	Zapad, Mahilyowskaya Voblasts', Belarus	BO	BO04	39961	53.9019	27.4462	11248037	20250914101500	https://nypost.com/2025/09/14/world-news/russia-flexes-military-muscle-with-hypersonic-missiles-and-bombers-during-drills/
1263062811	20250914	202509	2025	2025.6959											NGA	NIGERIA	NGA								1	042	042	04	1	1.9	4	1	4	-2.69461077844312	0								5	Lagos State, Lagos, Nigeria	NI	NI05	22927	6.58333	3.75	-2017361	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	20250914101500	https://dailypost.ng/2025/09/14/from-landlord-to-tenant-apc-blasts-aregbesola-over-aso-rock-lagos-takeover-comment/
1263062812	20250914	202509	2025	2025.6959											NGA	BENIN CITY	NGA								1	043	043	04	1	2.8	5	1	5	6.15384615384616	0								1	Benin	BN	BN		9.5	2.25	BN	1	Benin	BN	BN		9.5	2.25	BN	20250914101500	https://dailypost.ng/2025/09/14/edo-pdp-defies-heavy-rain-elects-leaders-across-192-wards/
1263062813	20250914	202509	2025	2025.6959											OMN	OMAN	OMN								1	013	013	01	1	0.4	10	1	10	0.93896713615023	0								4	Qalhat, Al Mintaqah ash Sharqiyah, Oman	MU	MU04	23579	22.7001	59.3695	-788350	4	Qalhat, Al Mintaqah ash Sharqiyah, Oman	MU	MU04	23579	22.7001	59.3695	-788350	20250914101500	https://www.upstreamonline.com/field-development/shortlist-drawn-up-for-middle-east-lng-export-facilitys-multibillion-dollar-expansion/2-1-1871170
1263062814	20250914	202509	2025	2025.6959											PSE	GAZA	PSE								1	112	112	11	3	-2.0	3	1	3	-7.78443113772455	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250914101500	https://tribune.com.pk/story/2566661/israels-war-puts-international-law-on-trial
1263062815	20250914	202509	2025	2025.6959											PSE	PALESTINIAN	PSE								0	190	190	19	4	-10.0	1	1	1	-10.4377104377105	0								4	Rafah, Gaza Strip (general), Gaza Strip	GZ	GZ00	16446	31.3292	34.2311	10420173	4	Rafah, Gaza Strip (general), Gaza Strip	GZ	GZ00	16446	31.3292	34.2311	10420173	20250914101500	https://imemc.org/article/gaza-day-709-dozens-of-casualties-in-ongoing-israeli-bombing/
1263062816	20250914	202509	2025	2025.6959											PSE	GAZA	PSE								0	194	194	19	4	-10.0	2	1	2	-10.4377104377105	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250914101500	https://imemc.org/article/gaza-day-709-dozens-of-casualties-in-ongoing-israeli-bombing/
1263062817	20250914	202509	2025	2025.6959											SEA	SOUTH EAST ASIA	SEA								1	042	042	04	1	1.9	2	1	2	1.51515151515152	0								4	Tbilisi, Georgia (general), Georgia	GG	GG00	16525	41.725	44.7908	-2330077	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20250914101500	https://www.thehindubusinessline.com/economy/logistics/indian-carriers-spread-their-wings-in-south-east-asia/article70048643.ece
1263062818	20250914	202509	2025	2025.6959											SEA	SOUTH EAST ASIA	SEA								1	042	042	04	1	1.9	4	1	4	1.51515151515152	0								4	Tashkent, Toshkent Shahri, Uzbekistan	UZ	UZ13	37316	41.3167	69.25	-2579372	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250914101500	https://www.thehindubusinessline.com/economy/logistics/indian-carriers-spread-their-wings-in-south-east-asia/article70048643.ece
1263062819	20250914	202509	2025	2025.6959											SEA	SOUTH EAST ASIA	SEA								1	042	042	04	1	1.9	2	1	2	1.51515151515152	0								4	Tashkent, Toshkent Shahri, Uzbekistan	UZ	UZ13	37316	41.3167	69.25	-2579372	4	Phuket, Phuket, Thailand	TH	TH62	26915	7.83333	98.3833	-3253342	20250914101500	https://www.thehindubusinessline.com/economy/logistics/indian-carriers-spread-their-wings-in-south-east-asia/article70048643.ece
1263062820	20250914	202509	2025	2025.6959											SPY	INTELLIGENCE						SPY			0	040	040	04	1	1.0	10	1	5	0.14164305949009	0								3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20250914101500	https://www.businessinsider.com/consulting-industry-outlook-entry-level-workers-hiring-mckinsey-bcg-bain-2025-9
1263062821	20250914	202509	2025	2025.6959											TTO	TRINIDAD AND TOBAGO	TTO								1	042	042	04	1	1.9	4	1	4	-0.08288437629507	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250914101500	https://www.guardian.co.tt/article/patricia-naipaul-the-wife-behind-the-genius-lost-to-his-shadow-6.2.2400098.4477421f80
1263062822	20250914	202509	2025	2025.6959											USA	UNITED STATES	USA								1	020	020	02	1	3.0	2	1	2	3.62204724409449	0								3	Dickeyville, Wisconsin, United States	US	USWI	WI043	42.6272	-90.5921	1563972	3	Dickeyville, Wisconsin, United States	US	USWI	WI043	42.6272	-90.5921	1563972	20250914101500	https://www.telegraphherald.com/news/tri-state/article_f28d89c3-b15f-46ef-bc60-ed68928a810e.html
1263062823	20250914	202509	2025	2025.6959											USA	UNITED STATES	USA								1	036	036	03	1	4.0	4	1	4	-2.91634689178818	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20250914101500	https://www.theadvocate.com/baton_rouge/entertainment_life/louisiana_health/new-treatment-for-als/article_3ee4d8c6-3625-5a55-b274-da443759cf65.html
1263062824	20250914	202509	2025	2025.6959											USA	UNITED STATES	USA								0	040	040	04	1	1.0	2	1	2	0.14164305949009	0								3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20250914101500	https://www.businessinsider.com/consulting-industry-outlook-entry-level-workers-hiring-mckinsey-bcg-bain-2025-9
1263062825	20250914	202509	2025	2025.6959											USA	UNITED STATES	USA								0	042	042	04	1	1.9	2	1	2	-7.78443113772455	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250914101500	https://tribune.com.pk/story/2566661/israels-war-puts-international-law-on-trial
1263062826	20250914	202509	2025	2025.6959											USA	UNITED STATES	USA								0	042	042	04	1	1.9	2	1	2	-7.78443113772455	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Darfur, Gharb Darfur, Sudan	SU	SU47	37140	13.5	23.5	-17505	20250914101500	https://tribune.com.pk/story/2566661/israels-war-puts-international-law-on-trial
1263062827	20250914	202509	2025	2025.6959											USA	THE US	USA								0	042	042	04	1	1.9	6	1	6	1.67597765363128	0								3	Atlantic City, New Jersey, United States	US	USNJ		39.3643	-74.4229	874413	3	Atlantic City, New Jersey, United States	US	USNJ		39.3643	-74.4229	874413	20250914101500	https://www.dailymail.co.uk/tvshowbiz/article-15096833/Cameron-Diaz-husband-Benji-Madden-casino-night-public-appearance-year.html
1263062828	20250914	202509	2025	2025.6959											USA	UNITED STATES	USA								0	190	190	19	4	-10.0	4	1	4	-0.5902192242833	0								3	Bucks County, Pennsylvania, United States	US	USPA		40.5004	-75.3749	1209173	3	Bucks County, Pennsylvania, United States	US	USPA		40.5004	-75.3749	1209173	20250914101500	https://www.inquirer.com/news/pennsylvania-police-ice-partnerships-immigration-20250914.html
1263062829	20250914	202509	2025	2025.6959	AFG	AFGHANISTAN	AFG																		1	040	040	04	1	1.0	5	1	5	0	1	Afghanistan	AF	AF		33	66	AF	0								1	Afghanistan	AF	AF		33	66	AF	20250914101500	https://www.afghanislamicpress.com/en/index.php/news/104623
