1262400874	20240910	202409	2024	2024.6849	CUB	CUBA	CUB								VEN	VENEZUELA	VEN								1	061	061	06	2	6.4	5	1	5	-9.99999999999996	4	Antonio Guiteras, Matanzas, Cuba	CU	CU03	14751	22.1167	-81.0167	-1613491	4	Antonio Guiteras, Matanzas, Cuba	CU	CU03	14751	22.1167	-81.0167	-1613491	4	Antonio Guiteras, Matanzas, Cuba	CU	CU03	14751	22.1167	-81.0167	-1613491	20250910174500	https://www.theguardian.com/world/2025/sep/10/cuba-electricity-power-blackout
1262400875	20240910	202409	2024	2024.6849	GBR	BRITISH	GBR																		1	131	131	13	3	-5.8	3	1	3	-0.45454545454546	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20250910174500	https://www.theguardian.com/business/2025/sep/10/camra-cancels-great-british-beer-festival
1262400876	20240910	202409	2024	2024.6849	GBR	UNITED KINGDOM	GBR								GOV	KING						GOV			0	036	036	03	1	4.0	4	2	4	2.37867976400087	4	Balmoral, Belfast, United Kingdom	UK	UKR3	40158	54.55	-5.96667	-2589140	4	Balmoral, Belfast, United Kingdom	UK	UKR3	40158	54.55	-5.96667	-2589140	4	Balmoral, Belfast, United Kingdom	UK	UKR3	40158	54.55	-5.96667	-2589140	20250910174500	https://www.bbc.com/news/articles/cly14jq42djo
1262400877	20240910	202409	2024	2024.6849	GBR	UNITED KINGDOM	GBR								GOV	KING						GOV			0	036	036	03	1	4.0	8	2	8	2.37867976400087	4	Balmoral, Belfast, United Kingdom	UK	UKR3	40158	54.55	-5.96667	-2589140	4	Balmoral, Belfast, United Kingdom	UK	UKR3	40158	54.55	-5.96667	-2589140	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20250910174500	https://www.bbc.com/news/articles/cly14jq42djo
1262400878	20240910	202409	2024	2024.6849	GOV	KING						GOV			GBR	UNITED KINGDOM	GBR								0	036	036	03	1	4.0	12	2	12	2.37867976400087	4	Balmoral, Belfast, United Kingdom	UK	UKR3	40158	54.55	-5.96667	-2589140	4	Balmoral, Belfast, United Kingdom	UK	UKR3	40158	54.55	-5.96667	-2589140	4	Balmoral, Belfast, United Kingdom	UK	UKR3	40158	54.55	-5.96667	-2589140	20250910174500	https://www.bbc.com/news/articles/cly14jq42djo
1262400879	20240910	202409	2024	2024.6849	GOV	GOVERNMENT						GOV			PHL	PHILIPPINE	PHL								1	071	071	07	2	7.4	6	1	6	1.0126582278481	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20250910174500	https://www.philstar.com/business/2025/09/11/2471869/rollout-250-million-geothermal-derisking-fund-starts-next-year
1262400880	20240910	202409	2024	2024.6849	GOV	GOVERNMENT						GOV			PHL	MANILA	PHL								1	071	071	07	2	7.4	4	1	4	1.0126582278481	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	1	Austria	AU	AU		47.333333	13.333333	AU	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20250910174500	https://www.philstar.com/business/2025/09/11/2471869/rollout-250-million-geothermal-derisking-fund-starts-next-year
1262400881	20240910	202409	2024	2024.6849	USA	NEW YORK	USA																		1	046	046	04	1	7.0	10	1	10	-8.69565217391304	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								3	Nashville, Tennessee, United States	US	USTN	TN037	36.1659	-86.7844	1652484	20250910174500	https://theurbandaily.com/3685978/another-white-supremacist-pleads-guilty-to-attempting-to-destroy-a-power-grid-this-time-in-nashville/
1262400882	20250811	202508	2025	2025.6055											USAJUD	ARIZONA	USA					JUD			0	020	020	02	1	3.0	6	1	6	2.54957507082153	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20250910174500	https://www.12news.com/article/news/local/arizona/arizona-superintendent-calls-for-supreme-court-justice-to-recuse/75-49195682-1fa7-4dd5-b1c2-4cbe4343224c
1262400883	20250811	202508	2025	2025.6055	CAN	OTTAWA	CAN																		1	036	036	03	1	4.0	3	1	3	1.31578947368421	1	China	CH	CH		35	105	CH	0								1	China	CH	CH		35	105	CH	20250910174500	https://www.bnnbloomberg.ca/business/politics/2025/09/10/canada-to-convene-g7-energy-environment-ministers-in-toronto-next-month/
1262400884	20250811	202508	2025	2025.6055	GOV	PRINCE						GOV			GBR	UNITED KINGDOM	GBR								0	036	036	03	1	4.0	6	1	6	1.36286201022147	4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	20250910174500	https://pagesix.com/2025/09/10/royal-family/prince-harry-and-king-charles-reunite-in-london-for-first-time-in-over-a-year/
